,tweet_id,q1_label,q2_label,q3_label,q4_label,q5_label,q6_label,q7_label,tweet_content
40,1370003882236084224,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
41,1364671748977946624,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
42,1367808327720329216,no,,,,,no_not_harmful,yes_blame_authorities,unusable tweet found
43,1370191018243465216,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,unusable tweet found
44,1365011945108176896,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,RT @velardedaoiz2: https://t.co/jQcIoLAEVm https://t.co/lHlbV7WrQO
45,1369788331232493568,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
46,1369591200093732864,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"We have reached an agreement with BioNTech-Pfizer for the supply of four million more doses of COVID-19 vaccines for EU countries in the next two weeks.

This will help tackle coronavirus hotspots and facilitate free border movement. #StrongerTogether"
47,1367254708713369600,no,,,,,no_not_harmful,yes_calls_for_action,"I really hope Nigerian officials will allocate the COVID-19 vaccine based on international standards. 

Medical Doctors, Nurses and other frontline workers, then, folks in their 80s, 70s and 60s.

Don’t be unfortunate and share COVID-19 vaccines to family, friends and associates."
48,1356605799766745088,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
49,1369988744728616704,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
50,1362466832146439936,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
51,1367493551291064320,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
52,1370046383458246656,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
53,1371118941460963328,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
54,1370223893714243584,no,,,,,no_not_harmful,no_not_interesting,"""No Trump, no vaccine, Joe.""

Hardly.

Here's a brief rundown of how those vaccines were developed so quickly. We were ready because of AIDS research, Clinton, the Vaccine Research Center, Katalin Karikó, Obama, Ebola research, and Kizzy Corbett:

https://t.co/HXGsooWudh https://t.co/E2Evwdgd1M"
55,1368703552546308096,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,no_not_interesting,unusable tweet found
56,1368561780142792704,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
57,1366780368318312448,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,4_yes_probably_harmful,yes_not_urgent,no_not_harmful,no_not_interesting,unusable tweet found
58,1363510191464054784,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
59,1368710661677723648,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
60,1367820629886504704,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
61,1369404118759055104,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
62,1369032423695081472,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
63,1367717174236839936,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
64,1368852057520758784,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
65,1367542118093361152,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
66,1353116572924203008,no,,,,,no_not_harmful,no_not_interesting,I was out on the street last week and only met one person who is adamant about refusing the vaccine. The rest had questions or are trying to figure out how to get it. Read my perspective on #vaccineacceptance https://t.co/3NXDyCZPn2
67,1367511995746897920,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
68,1369629278053269504,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
69,1368236350948970496,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
70,1369002969795067904,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
71,1354947562617380864,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
72,1370067857233481728,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
73,1369397833032478720,no,,,,,no_not_harmful,no_not_interesting,"Tell Boris Johnson: stop supporting Big Pharma’s bid to prevent poorer countries making Covid-19 vaccines. 

💉 No one is safe until everybody is safe. Sign and share now. 

https://t.co/z6XCv4tBpe"
74,1361859919708901120,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
75,1363964279997743104,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
76,1363354245576220672,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,"Today the Australian Government launched Australia’s COVID-19 vaccination program, with the first vaccinations held in Sydney. 

More details on the rollout of safe and effective COVID-19 vaccines is here: https://t.co/svQSOy6dDv https://t.co/QJ455hAyOg"
77,1370050585924354048,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
78,1369942417722445824,no,,,,,yes_panic,yes_classified_as_in_question_6,unusable tweet found
79,1368885882707578880,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
80,1368474007578742784,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
81,1369517118970982400,yes,1_no_definitely_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,"During the past two weeks, UNICEF and partners have delivered over 15 million COVID-19 vaccine doses to countries through COVAX.

Together with @WHO, @GAVI and @CEPIVaccines, we're working to make vaccines available to everyone. https://t.co/IJq8DXs3MN"
82,1367168699464040448,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
83,1366958948641832704,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
84,1367170117226881024,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
85,1367813077949964288,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Angola 🇦🇴
Côte d'Ivoire 🇨🇮
Ghana 🇬🇭
Kenya 🇰🇪
Nigeria 🇳🇬
Rwanda 🇷🇼

Have all started rolling out COVID-19 vaccines this week through #COVAX - starting with health workers, teachers and people most at risk. 

@UNICEFSupply @WHO @gavi @CEPIvaccines 

https://t.co/DEmX5c182W"
86,1355178617790230528,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
87,1367571443014389504,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
88,1367450233702121472,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
89,1368825655627046912,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"The Secretary to the Government of the Federation (SGF), Mr Boss Mustapha and members of the Presidential Task Force on COVID-19 will receive their doses of the Oxford-AstraZeneca COVID-19 vaccines today, the SGF Office has said in a statement."
90,1370098291627585536,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
91,1367611051618033664,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,unusable tweet found
92,1370624542285074432,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
93,1366473416115683328,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
94,1359935048900702208,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
95,1369573711620284416,no,,,,,no_not_harmful,no_not_interesting,"Some people think I am here for PR or propaganda. I, Sputnik V, just want the #covid pandemic to be over. This is my only mission. I think that we should work together to make vaccines non-political and save lives! Together we are stronger! ✌️
👇
https://t.co/cjYDBDMI5l"
96,1357833978363998208,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,unusable tweet found
97,1368144894305263616,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
98,1370071438980448256,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,4_yes_probably_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
99,1370181780284698624,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,President Biden says they’ve made plans to buy an additional 100M COVID-19 vaccines and expect to have enough vaccine for all adults by the end of May.
100,1368072135546114048,no,,,,,no_joke_or_sarcasm,no_not_interesting,unusable tweet found
101,1369992062364491520,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
102,1371031264061456384,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
103,1366435057343352832,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,unusable tweet found
104,1370081794666557440,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
105,1367271180160405504,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
106,1363386810060050432,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
107,1370692800497467136,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
108,1370443379113402368,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
109,1368941922018942720,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,yes_panic,yes_classified_as_in_question_6,unusable tweet found
110,1369988661815689216,no,,,,,yes_rumor_conspiracy,yes_classified_as_in_question_6,unusable tweet found
111,1369247283091566336,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
112,1352347770758320128,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
113,1370842636089765888,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
114,1369425741423722496,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
115,1365226137681600512,no,,,,,no_not_harmful,no_not_interesting,"For many of us, the conversations we have with family are some of the most valuable. They’re where we go to for advice and support. 

We listened in on some of those chats, to hear directly from families their experiences, thoughts and feelings on the Covid-19 vaccines. https://t.co/OfSsu70C5p"
116,1369037738880741120,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
117,1367574018451210240,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
118,1365683864602087424,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
119,1365618698388660224,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
120,1371061216131567616,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
121,1370833557938183936,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
122,1368565129583935488,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"RT @AlFinDeSemana: Hoy en @AlFinDeSemana celebramos con las mujeres en su mes. Hablamos de la directora, productora, guionista y actriz de…"
123,1370142489764528128,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Pfizer and BioNTech will exceed their original global target for COVID-19 vaccines by as much as 20% this year, Pfizer Chief Executive Albert Bourla told @Reuters https://t.co/HJoIm8X8V0 https://t.co/Jy0RZok8Sk"
124,1369577517435269120,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
125,1367999546903650304,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"It was just this week that we found out the Johnson &amp; Johnson vaccine was approved. Now on Friday, those vaccines are going into Minnesotans’ arms.
 
To the @Vikings team who stepped up and set up a vaccination site in record time, thank you. Fighting COVID is a team effort. https://t.co/JM0gTZX8N6"
126,1366169316115296256,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"JJ vaccine does what Moderna and Pfizer do - it keeps you protected from severe Covid and prevents hospitalization and death. 

When my patients ask me which vaccine to take, trust that I’ll be telling them to take any of the three vaccines they can get."
127,1365039860700958720,no,,,,,no_not_harmful,no_not_interesting,It's OK to have questions about the COVID-19 vaccines...get the answers at https://t.co/aoM1GnuEs1 and let's get back to being together! @AdCouncil
128,1370496908574199808,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
129,1370275496982941696,yes,3_not_sure,4_yes_probably_of_interest,4_yes_probably_harmful,yes_not_urgent,yes_rumor_conspiracy,yes_classified_as_in_question_6,unusable tweet found
130,1369505827774734336,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,"Alaska makes vaccines available to those 16 and older, becoming 1st state to remove eligibility. The state has become a leader in quickly vaccinating its residents, benefiting from relationships with tribal health organizations. requirements https://t.co/ZIgp9on2AW"
131,1367133935474515968,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
132,1369746723531264000,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
133,1367295358154403840,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,The FDA set a goal for Covid-19 vaccines trials of an efficacy rate of at least 50% and a confidence interval lower bound of no lower than 30%. Here are efficacy confidence intervals from major coronavirus vaccine trials. https://t.co/N1it9ZKnQW https://t.co/yWtdaiLS0l
134,1364978735116599296,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,@lopezdoriga Lo de su gallo violador para la gobernatura de guerrero no cuenta?
135,1368902758770806784,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
136,1364332661859373056,no,,,,,no_not_harmful,yes_calls_for_action,unusable tweet found
137,1370587787142004736,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
138,1367838067537702912,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
139,1347155635016769536,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,"The vaccines approved for use in the UK have been developed by Pfizer/BioNTech and Oxford/AstraZeneca.

They have met strict standards of safety, quality and effectiveness.

Read more 👇

 https://t.co/MPCevFV6SM"
140,1359822259364462336,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,2_no_probably_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
141,1368642107704020736,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
142,1365833615452614656,no,,,,,no_not_harmful,no_not_interesting,"Newly updated: Comparing the #COVID19 vaccines developed by Pfizer, Moderna, and Johnson &amp; Johnson https://t.co/P4vBP5lwAj via @statnews @HelenBranswell"
143,1370755808477253632,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
144,1370528224124547072,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
145,1369647151794556928,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
146,1366391337239650304,no,,,,,no_not_harmful,no_not_interesting,"“What we need is as many good vaccines as possible,” Dr. Fauci said. “Rather than parsing the difference between 94 and 72, accept the fact that now you have three highly effective vaccines. Period.” https://t.co/33WRxK6OOj"
147,1361773597963005952,no,,,,,no_not_harmful,no_not_interesting,unusable tweet found
148,1369662353302753280,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
149,1368939079400886272,no,,,,,no_not_harmful,yes_calls_for_action,unusable tweet found
150,1368167688128901120,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_no_need_to_check,no_not_harmful,no_not_interesting,unusable tweet found
151,1357083474625257472,no,,,,,no_not_harmful,yes_calls_for_action,yuh 5000 iq https://t.co/PHQmwtB7wv
152,1370208988604854272,yes,2_no_probably_contains_no_false_info,4_yes_probably_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,"Unicef has made a U-turn and included Kenya Airways in the list of 15 airlines contracted to transport COVID-19 vaccines. 

— Business Daily"
153,1370200438880997120,yes,2_no_probably_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
154,1369875983860297728,no,,,,,no_not_harmful,yes_calls_for_action,unusable tweet found
155,1369357340881870848,yes,1_no_definitely_contains_no_false_info,5_yes_definitely_of_interest,1_no_definitely_not_harmful,no_too_trivial_to_check,no_not_harmful,no_not_interesting,unusable tweet found
